NHDPlusID,GL_pass
60001100018354,1
60001100018356,1
60001100018358,1
60001100018361,1
60001100018363,1
60001100018367,1
60001100018368,1
60001100018369,1
60001100018371,1
60001100018379,1
60001100018386,1
60001100018389,1
60001100018390,1
60001100018397,1
60001100018405,1
60001100018407,1
60001100018408,1
60001100018409,1
60001100018411,1
60001100018415,1
60001100018421,1
60001100018424,1
60001100018427,1
60001100018429,1
60001100018432,1
60001100018436,1
60001100018438,1
60001100018439,1
60001100018441,1
60001100018442,1
60001100018447,1
60001100018449,1
60001100018451,1
60001100018453,1
60001100018456,1
60001100018467,1
60001100018470,1
60001100018473,1
60001100018474,1
60001100018480,1
60001100018481,1
60001100018482,1
60001100018485,1
60001100018486,1
60001100018491,1
60001100018493,1
60001100018495,1
60001100018499,1
60001100018507,1
60001100018508,1
60001100018513,1
60001100018514,1
60001100018515,1
60001100018519,1
60001100018520,1
60001100018525,1
60001100018535,1
60001100018538,1
60001100018542,1
60001100018549,1
60001100018552,1
60001100018553,1
60001100018556,1
60001100018557,1
60001100018559,1
60001100018561,1
60001100018567,1
60001100018573,1
60001100018584,1
60001100018585,1
60001100018590,1
60001100018591,1
60001100018594,1
60001100018595,1
60001100018596,1
60001100018598,1
60001100018599,1
60001100018600,1
60001100018601,1
60001100018602,1
60001100018603,1
60001100018606,1
60001100018609,1
60001100018611,1
60001100018612,1
60001100018629,1
60001100018631,1
60001100018633,1
60001100018636,1
60001100018639,1
60001100018640,1
60001100018641,1
60001100018649,1
60001100018653,1
60001100018664,1
60001100018671,1
60001100018672,1
60001100018676,1
60001100018681,1
60001100018682,1
60001100018685,1
60001100018695,1
60001100018697,1
60001100018701,1
60001100018702,1
60001100018706,1
60001100018708,1
60001100018709,1
60001100018711,1
60001100018712,1
60001100018715,1
60001100018716,1
60001100018720,1
60001100018722,1
60001100018724,1
60001100018726,1
60001100018728,1
60001100018729,1
60001100018748,1
60001100018758,1
60001100018760,1
60001100018763,1
60001100018766,1
60001100018770,1
60001100018773,1
60001100018776,1
60001100018777,1
60001100018778,1
60001100018788,1
60001100018797,1
60001100018798,1
60001100018799,1
60001100018804,1
60001100018825,1
60001100018830,1
60001100018839,1
60001100018845,1
60001100018847,1
60001100018848,1
60001100018862,1
60001100018868,1
60001100018870,1
60001100018875,1
60001100018876,1
60001100018877,1
60001100018878,1
60001100018879,1
60001100018880,1
60001100018882,1
60001100018886,1
60001100018902,1
60001100018903,1
60001100018908,1
60001100018909,1
60001100018912,1
60001100018913,1
60001100018915,1
60001100018916,1
60001100018917,1
60001100018918,1
60001100018919,1
60001100018920,1
60001100018921,1
60001100018927,1
60001100018928,1
60001100018932,1
60001100018934,1
60001100018942,1
60001100018948,1
60001100018954,1
60001100018955,1
60001100018960,1
60001100018962,1
60001100018964,1
60001100018967,1
60001100018969,1
60001100018970,1
60001100018972,1
60001100018973,1
60001100018986,1
60001100018987,1
60001100018990,1
60001100018993,1
60001100018996,1
60001100018998,1
60001100019005,1
60001100019010,1
60001100019021,1
60001100019023,1
60001100019026,1
60001100019029,1
60001100019031,1
60001100019032,1
60001100019036,1
60001100019039,1
60001100019042,1
60001100019043,1
60001100019047,1
60001100019052,1
60001100019059,1
60001100019060,1
60001100019068,1
60001100019073,1
60001100019074,1
60001100019077,1
60001100019078,1
60001100019079,1
60001100019081,1
60001100019082,1
60001100019084,1
60001100019085,1
60001100019088,1
60001100019091,1
60001100019092,1
60001100019097,1
60001100019101,1
60001100019108,1
60001100019110,1
60001100019112,1
60001100019113,1
60001100019114,1
60001100019115,1
60001100019119,1
60001100019120,1
60001100019121,1
60001100019122,1
60001100019123,1
60001100019130,1
60001100019134,1
60001100019140,1
60001100019141,1
60001100019143,1
