NHDPlusID,GL_pass
60001900000006,1
60001900000013,1
60001900000024,1
60001900000028,1
60001900000036,1
60001900000042,1
60001900000044,1
60001900000046,1
60001900000047,1
60001900000057,1
60001900000059,1
60001900000066,1
60001900000067,1
60001900000068,1
60001900000074,1
60001900000076,1
60001900000077,1
60001900000078,1
60001900000079,1
60001900000080,1
60001900000083,1
60001900000084,1
60001900000085,1
60001900000094,1
60001900000100,1
60001900000101,1
60001900000103,1
60001900000108,1
60001900000116,1
60001900000118,1
60001900000121,1
60001900000127,1
60001900000128,1
60001900000149,1
60001900000155,1
60001900000156,1
60001900000160,1
60001900000162,1
60001900000164,1
60001900000166,1
60001900000170,1
60001900000173,1
60001900000178,1
60001900000182,1
60001900000183,1
60001900000190,1
60001900000192,1
60001900000194,1
60001900000195,1
60001900000200,1
60001900000230,1
60001900000237,1
60001900000239,1
60001900000240,1
60001900000245,1
60001900000246,1
60001900000257,1
60001900000258,1
60001900000267,1
60001900000273,1
60001900000275,1
60001900000276,1
60001900000277,1
60001900000281,1
60001900000290,1
60001900000291,1
60001900000292,1
60001900000294,1
60001900000295,1
60001900000298,1
60001900000305,1
60001900000306,1
60001900000310,1
60001900000314,1
60001900000323,1
60001900000326,1
60001900000332,1
60001900000347,1
60001900000353,1
60001900000354,1
60001900000367,1
60001900000380,1
60001900000385,1
60001900000387,1
60001900000389,1
60001900000393,1
60001900000401,1
60001900000421,1
60001900000422,1
60001900000423,1
60001900000426,1
60001900000427,1
60001900000428,1
60001900000430,1
60001900000431,1
60001900000432,1
60001900000433,1
60001900000442,1
60001900000444,1
60001900000459,1
60001900000461,1
60001900000463,1
60001900000470,1
60001900000472,1
60001900000473,1
60001900000490,1
60001900000497,1
60001900000498,1
60001900000503,1
60001900000506,1
60001900000508,1
60001900000511,1
60001900000519,1
60001900000520,1
60001900000521,1
60001900000522,1
60001900000523,1
60001900000530,1
60001900000532,1
60001900000535,1
60001900000536,1
60001900000538,1
60001900000539,1
60001900000551,1
60001900000557,1
60001900000558,1
60001900000562,1
60001900000571,1
60001900000573,1
60001900000575,1
60001900000576,1
60001900000577,1
60001900000579,1
60001900000581,1
60001900000582,1
60001900000584,1
60001900000592,1
60001900000594,1
60001900000595,1
60001900000599,1
60001900000601,1
60001900000602,1
60001900000606,1
60001900000615,1
60001900000619,1
60001900000641,1
60001900000648,1
60001900000649,1
60001900000655,1
60001900000658,1
60001900000659,1
60001900000667,1
60001900000672,1
60001900000689,1
60001900000690,1
60001900000691,1
60001900000697,1
60001900000701,1
60001900000702,1
60001900000703,1
60001900000706,1
60001900000709,1
60001900000710,1
60001900000711,1
60001900000712,1
60001900000717,1
60001900000718,1
