NHDPlusID,GL_pass
60002700006068,1
60002700017479,1
60002700042747,1
60002700024083,1
60002700033952,1
60002700046671,1
60002700017551,1
60002700022987,1
60002700029008,1
60002700022322,1
60002700002811,1
60002700016461,1
60002700039109,1
60002700004060,1
60002700001842,1
60002700044675,1
60002700014553,1
60002700035594,1
60002700047685,1
60002700049904,1
60002700041323,1
60002700000526,1
60002700016486,1
60002700038077,1
60002700006203,1
60002700042553,1
60002700030993,1
60002700041114,1
60002700000362,1
60002700052866,1
60002700005515,1
60002700023545,1
60002700033150,1
60002700008578,1
60002700008987,1
60002700027691,1
60002700015033,1
60002700013340,1
60002700034477,1
60002700008449,1
60002700039026,1
60002700008319,1
60002700037829,1
60002700004501,1
60002700027481,1
60002700052682,1
60002700007827,1
60002700029465,1
60002700051209,1
60002700052881,1
60002700051434,1
60002700016593,1
60002700013024,1
60002700039141,1
60002700012693,1
60002700000346,1
60002700021868,1
60002700008922,1
60002700010818,1
60002700027362,1
60002700040861,1
60002700053611,1
60002700006703,1
60002700008378,1
60002700038836,1
60002700013858,1
60002700006829,1
60002700011781,1
60002700045162,1
60002700021606,1
60002700040125,1
60002700047917,1
60002700007543,1
60002700004324,1
60002700046670,1
60002700040522,1
60002700042608,1
60002700047577,1
60002700031455,1
60002700026399,1
60002700040688,1
60002700009335,1
60002700051166,1
60002700026913,1
60002700037621,1
60002700017370,1
60002700035006,1
60002700047261,1
60002700011440,1
60002700015374,1
60002700029841,1
60002700019836,1
60002700013254,1
60002700007998,1
60002700028905,1
60002700018111,1
60002700004326,1
60002700026593,1
60002700027530,1
60002700040301,1
60002700028971,1
60002700026594,1
60002700018494,1
60002700013211,1
60002700043757,1
60002700042134,1
60002700034454,1
60002700003690,1
60002700035919,1
60002700002905,1
60002700048659,1
60002700036169,1
60002700037382,1
60002700035046,1
60002700001139,1
60002700018084,1
60002700021505,1
60002700027449,1
60002700034875,1
60002700053793,1
60002700019501,1
60002700014647,1
60002700027186,1
60002700029833,1
60002700051458,1
60002700026277,1
60002700030256,1
60002700051979,1
60002700018141,1
60002700042111,1
60002700049734,1
60002700029173,1
60002700009717,1
60002700004750,1
60002700006297,1
60002700000810,1
60002700012865,1
60002700015182,1
60002700004099,1
60002700006600,1
60002700022443,1
60002700021246,1
60002700023308,1
60002700049376,1
60002700048430,1
60002700039158,1
60002700013268,1
60002700037050,1
60002700019825,1
60002700001509,1
60002700001245,1
60002700029413,1
60002700015430,1
60002700014015,1
60002700044721,1
60002700030209,1
60002700026085,1
60002700047628,1
60002700050396,1
60002700034812,1
60002700030511,1
60002700024587,1
60002700020118,1
60002700003646,1
60002700000624,1
60002700025895,1
60002700046486,1
60002700010218,1
60002700049397,1
60002700020919,1
60002700002858,1
60002700034098,1
60002700040154,1
60002700018197,1
60002700008557,1
60002700002677,1
60002700017873,1
60002700014506,1
60002700019743,1
60002700034188,1
60002700050878,1
60002700020084,1
60002700037585,1
60002700052698,1
60002700047175,1
60002700018714,1
60002700018578,1
60002700020793,1
60002700006904,1
60002700006666,1
60002700001931,1
60002700012343,1
60002700017098,1
60002700004444,1
60002700039871,1
60002700016093,1
60002700002053,1
60002700022874,1
60002700021880,1
60002700016819,1
60002700017974,1
60002700033888,1
60002700039250,1
60002700006260,1
60002700021596,1
60002700011330,1
60002700050710,1
60002700011463,1
60002700032038,1
60002700012663,1
60002700008160,1
60002700025668,1
60002700018242,1
60002700019411,1
60002700032275,1
60002700026121,1
60002700020954,1
60002700043465,1
60002700035560,1
60002700025625,1
60002700008477,1
60002700038952,1
60002700037240,1
60002700019715,1
60002700049771,1
60002700018015,1
60002700039296,1
60002700038231,1
60002700038470,1
60002700049999,1
60002700021067,1
60002700012281,1
60002700021692,1
60002700045278,1
60002700018834,1
60002700048901,1
60002700045772,1
60002700034641,1
60002700024180,1
60002700022300,1
60002700036402,1
60002700021811,1
60002700019872,1
60002700020607,1
60002700016920,1
60002700018233,1
60002700008753,1
60002700025366,1
60002700036495,1
60002700040695,1
60002700014515,1
60002700006504,1
60002700048741,1
60002700017716,1
60002700046659,1
60002700031453,1
60002700027594,1
60002700025047,1
60002700052447,1
60002700006367,1
60002700044685,1
60002700049028,1
60002700002344,1
60002700030406,1
60002700028578,1
60002700036793,1
60002700053144,1
60002700021663,1
60002700034782,1
60002700037437,1
60002700042438,1
60002700029339,1
60002700009432,1
60002700002254,1
60002700037058,1
60002700025030,1
60002700000693,1
60002700043857,1
60002700047074,1
60002700032575,1
60002700002636,1
60002700009168,1
60002700028958,1
60002700003574,1
60002700024036,1
60002700025681,1
60002700022145,1
60002700028617,1
60002700000493,1
60002700009541,1
60002700032183,1
60002700019466,1
60002700023776,1
60002700002145,1
60002700037211,1
60002700051448,1
60002700012490,1
60002700042455,1
60002700016912,1
60002700021801,1
60002700000345,1
60002700052978,1
60002700038156,1
60002700023559,1
60002700004605,1
60002700007800,1
60002700029016,1
60002700034079,1
60002700009792,1
60002700033927,1
60002700036774,1
60002700009967,1
60002700007503,1
60002700038166,1
60002700007926,1
60002700038639,1
60002700036164,1
60002700032628,1
60002700018482,1
60002700001333,1
60002700006422,1
60002700037714,1
60002700045400,1
60002700043179,1
60002700012489,1
60002700046000,1
60002700035391,1
60002700002971,1
60002700048772,1
60002700050356,1
60002700026368,1
60002700050924,1
60002700006556,1
60002700040264,1
60002700034146,1
60002700050071,1
60002700008166,1
60002700005605,1
60002700030987,1
60002700015846,1
60002700020377,1
60002700035824,1
60002700041699,1
60002700045728,1
60002700038505,1
60002700002819,1
60002700026325,1
60002700006098,1
60002700026816,1
60002700032820,1
60002700005159,1
60002700018387,1
60002700050283,1
60002700007761,1
60002700006374,1
60002700043753,1
60002700041749,1
60002700026373,1
60002700001355,1
60002700012956,1
60002700042405,1
60002700039461,1
60002700024414,1
60002700008314,1
60002700051288,1
60002700040765,1
60002700030888,1
60002700024455,1
60002700027438,1
60002700018591,1
60002700000371,1
60002700001946,1
60002700033793,1
60002700000050,1
60002700018187,1
60002700004801,1
60002700022225,1
60002700042418,1
60002700038884,1
60002700004570,1
60002700053681,1
60002700018469,1
60002700004090,1
60002700031546,1
60002700034719,1
60002700020859,1
60002700019691,1
60002700026316,1
60002700026864,1
60002700032952,1
60002700051906,1
60002700004563,1
60002700047670,1
60002700009414,1
60002700018320,1
60002700008317,1
60002700008092,1
60002700026427,1
60002700042535,1
60002700028452,1
60002700047450,1
60002700053690,0
60002700050372,1
60002700042811,1
60002700050824,1
60002700028514,1
60002700036982,1
60002700036644,1
60002700036494,1
60002700023454,1
60002700008678,1
60002700000457,1
60002700037891,1
60002700017884,1
60002700018594,1
60002700020707,1
60002700031616,1
60002700035194,1
60002700023902,1
60002700039674,1
60002700036481,1
60002700008020,1
60002700049186,1
60002700009233,1
60002700009079,1
60002700022374,1
60002700048534,1
60002700002998,1
60002700051642,1
60002700004096,1
60002700046513,1
60002700012463,1
60002700017163,1
60002700009019,1
60002700039265,1
60002700023811,1
60002700053423,1
60002700038413,1
60002700019558,1
60002700050546,1
60002700036761,1
60002700049573,1
60002700002347,1
60002700016680,1
60002700016964,1
60002700038543,1
60002700015731,1
60002700007496,1
60002700034840,1
60002700031458,1
60002700040393,1
60002700048535,1
60002700010317,1
60002700044463,1
60002700020667,1
60002700051185,1
60002700049337,1
60002700007720,1
60002700009089,1
60002700043369,1
60002700006336,1
60002700021315,1
60002700011564,1
60002700009324,1
60002700032111,1
60002700013337,1
60002700022121,1
60002700034243,1
60002700045404,1
60002700043896,1
60002700042863,1
60002700013964,1
60002700021304,1
60002700011979,1
60002700025645,1
60002700002272,1
60002700004360,1
60002700020199,1
60002700052276,1
60002700032973,1
60002700017554,1
60002700045931,1
60002700015877,1
60002700013979,1
60002700023699,1
60002700029163,1
60002700040033,1
60002700049529,1
60002700031892,1
60002700045003,1
60002700021087,1
60002700024258,1
60002700009602,1
60002700016701,1
60002700051076,1
60002700003262,1
60002700020632,1
60002700018258,1
60002700030494,1
60002700053272,1
60002700014022,1
60002700035345,1
60002700010473,1
60002700036133,1
60002700040362,1
60002700022075,1
60002700043818,1
60002700049588,1
60002700001349,1
60002700034226,1
60002700001429,1
60002700011569,1
60002700042506,1
60002700012499,1
60002700031984,1
60002700009478,1
60002700012464,1
60002700047003,1
60002700036083,1
60002700011034,1
60002700043690,1
60002700045759,1
60002700000758,1
60002700038906,1
60002700003777,1
60002700034509,1
60002700031971,1
60002700021893,1
60002700023820,1
60002700017855,1
60002700020342,1
60002700029517,1
60002700033059,1
60002700043008,1
60002700000951,1
60002700017164,1
60002700033513,1
60002700017538,1
60002700044203,1
60002700032049,1
60002700050028,1
60002700042084,1
60002700047185,1
60002700028061,1
60002700012505,1
60002700049259,1
60002700001805,1
