NHDPlusID,GL_pass
60000600057678,1
60000600057682,1
60000600057708,1
60000600057711,1
60000600057758,1
60000600057761,1
60000600057785,1
60000600057788,1
60000600057789,1
60000600057794,1
60000600061500,1
60000600061517,1
60000600061523,1
60000600061534,1
60000600061546,1
60000600061549,1
60000600061565,1
60000600061574,1
60000600061578,1
60000600061585,1
60000600061587,1
60000600061598,1
60000600061605,1
60000600061616,1
60000600061625,1
60000600061634,1
60000600061644,1
60000600061736,1
60000600061738,1
60000600061755,1
60000600061767,1
60000600061770,1
60000600061778,1
60000600061802,1
60000600061819,1
60000600061821,1
60000600061827,1
60000600061857,1
60000600061860,1
60000600061878,1
60000600061887,1
60000600061891,1
60000600061899,1
60000600061900,1
60000600061905,1
60000600061645,1
60000600061649,1
60000600061662,1
60000600061681,1
60000600061706,1
60000600061708,1
60000600061711,1
60000600061713,1
60000600061724,1
60000600061730,1
60000600061731,1
60000600061933,1
60000600061943,1
60000600061950,1
60000600061956,1
60000600061966,1
60000600061971,1
60000600062097,1
60000600062098,1
60000600062106,1
60000600062118,1
60000600062138,1
60000600062166,1
60000600062175,1
60000600062181,1
60000600062188,1
60000600062190,1
60000600062196,1
60000600062206,1
60000600062213,1
60000600062231,1
60000600062233,1
60000600062238,1
60000600062301,1
60000600062319,1
60000600062331,1
60000600062335,1
60000600062243,1
60000600062245,1
60000600062248,1
60000600062250,1
60000600062251,1
60000600062253,1
60000600062266,1
60000600062275,1
60000600062276,1
60000600062277,1
60000600062285,1
60000600062290,1
60000600062297,1
60000600057802,1
60000600057807,1
60000600057811,1
60000600057819,1
60000600057821,1
60000600057826,1
60000600057837,1
60000600057860,1
60000600062346,1
60000600062355,1
60000600062691,1
60000600062696,1
60000600062700,1
60000600062705,1
60000600062357,1
60000600062364,1
60000600062374,1
60000600062388,1
60000600062396,1
60000600062403,1
60000600062415,1
60000600062417,1
60000600062422,1
60000600062427,1
60000600062434,1
60000600062457,1
60000600062486,1
60000600062498,1
60000600062502,1
60000600062504,1
60000600062512,1
60000600062534,1
60000600062540,1
60000600062541,1
60000600062558,1
60000600062562,1
60000600062565,1
60000600062574,1
60000600062604,1
60000600062617,1
60000600062618,1
60000600062621,1
60000600062622,1
60000600062625,1
60000600062633,1
60000600062634,1
60000600062646,1
60000600062674,1
60000600062682,1
60000600062684,1
60000600087824,1
60000600087825,1
60000600087844,1
60000600087893,1
60000600087896,1
60000600087908,1
60000600087913,1
60000600087917,1
60000600087790,1
60000600087802,1
60000600087919,1
60000600087936,1
60000600087940,1
60000600088032,1
60000600088038,1
60000600088054,1
60000600088056,1
60000600088060,1
60000600088070,1
60000600088075,1
60000600088077,1
60000600088079,1
60000600088080,1
60000600088089,1
60000600088094,1
60000600088102,1
60000600088104,1
60000600088109,1
60000600088126,1
60000600088130,1
60000600088133,1
60000600088135,1
60000600088166,1
60000600088174,1
60000600088191,1
60000600088195,1
60000600088202,1
60000600088206,1
60000600057874,1
60000600057878,1
60000600057880,1
60000600057887,1
60000600057896,1
60000600088211,1
60000600088214,1
60000600057903,1
60000600057916,1
60000600057939,1
60000600057941,1
60000600057943,1
60000600057945,1
60000600057963,1
60000600057968,1
60000600087944,1
60000600087963,1
60000600087969,1
60000600087987,1
60000600087989,1
60000600087990,1
60000600087995,1
60000600088018,1
60000600088021,1
60000600088028,1
60000600088222,1
60000600088223,1
60000600088226,1
60000600088236,1
60000600088247,1
60000600088257,1
60000600088276,1
60000600071213,1
60000600071217,1
60000600071220,1
60000600071225,1
60000600071237,1
60000600071238,1
60000600071244,1
60000600071268,1
60000600071269,1
60000600071278,1
60000600071282,1
60000600071297,1
60000600071306,1
60000600071308,1
60000600071314,1
60000600071316,1
60000600071317,1
60000600071323,1
60000600071338,1
60000600071339,1
60000600057978,1
60000600057979,1
60000600057987,1
60000600058011,1
60000600058020,1
60000600058024,1
60000600058027,1
60000600058030,1
60000600058031,1
60000600058037,1
60000600058041,1
60000600058043,1
60000600058047,1
60000600058051,1
60000600058053,1
60000600058055,1
60000600058059,1
60000600088282,1
60000600088310,1
60000600088321,1
60000600088323,1
60000600088325,1
60000600088329,1
60000600088335,1
60000600088341,1
60000600088342,1
60000600088347,1
60000600088351,1
60000600088354,1
60000600088375,1
60000600088376,1
60000600070989,1
60000600070995,1
60000600070996,1
60000600071008,1
60000600071026,1
60000600071027,1
60000600072207,1
60000600072211,1
60000600072213,1
60000600072214,1
60000600072216,1
60000600072217,1
60000600072223,1
60000600072227,1
60000600072236,1
60000600072239,1
60000600072242,1
60000600072251,1
60000600072254,1
60000600072262,1
60000600072278,1
60000600072281,1
60000600072283,1
60000600072285,1
60000600072298,1
60000600072305,1
60000600072321,1
60000600072325,1
60000600072327,1
60000600072331,1
60000600072338,1
60000600072343,1
60000600072351,1
60000600072362,1
60000600072364,1
60000600072385,1
60000600072392,1
60000600072393,1
60000600072399,1
60000600072400,1
60000600072407,1
60000600072419,1
60000600072422,1
60000600072428,1
60000600072429,1
60000600072440,1
60000600072443,1
60000600072456,1
60000600072464,1
60000600072465,1
60000600072466,1
60000600071393,1
60000600071397,1
60000600071399,1
60000600071407,1
60000600071409,1
60000600071419,1
60000600071424,1
60000600071426,1
60000600071444,1
60000600071453,1
60000600071455,1
60000600071456,1
60000600071471,1
60000600071476,1
60000600071479,1
60000600071480,1
60000600071498,1
60000600071502,1
60000600071512,1
60000600071515,1
60000600071522,1
60000600071529,1
60000600071545,1
60000600071559,1
60000600071563,1
60000600071569,1
60000600071589,1
60000600071605,1
60000600071611,1
60000600071618,1
60000600071620,1
60000600071633,1
60000600071635,1
60000600071657,1
60000600071680,1
60000600071683,1
60000600071689,1
60000600071692,1
60000600071697,1
60000600071703,1
60000600071713,1
60000600071720,1
